PM2.5,PM10,NO2,O3,CO,Temperature,Humidity,Wind Speed,Pressure,Precipitation,Day of Week,Hour of Day,Season
93.63502971184062,112.09224554000954,145.99966219799407,63.81445683721739,2.989120412044165,32.36182888482099,74.15552031175953,0.8532220467113372,1037.2715116727047,0,1,10,Summer
237.67857660247904,99.87362886942098,36.90239911974231,45.92924535341931,0.9481777516205803,14.72585218596852,88.11018750963169,16.570092393531745,990.1688833668838,0,2,16,Spring
182.99848545285127,52.846173750858014,69.32793887397723,96.44985248639408,1.2635922497221597,-0.22671946839070856,46.317987537900095,4.986151645188153,1046.2524656713686,1,3,4,Fall
149.66462104925915,182.1800010304464,132.65612737156366,21.89784509842382,1.806711281809218,26.83208933050463,28.91787316734076,5.678747287117378,1039.0256880672578,1,1,15,Summer
39.00466011060913,142.98724815258868,96.41786890489598,58.78564159989407,2.0365333436494835,10.933906784164787,31.88465743554615,4.524905566977311,1044.3197308763336,0,3,18,Fall
38.99863008405066,259.7102976972011,147.71420772697877,70.02100149902226,2.4226180921054405,19.731374172624857,69.69482583643939,16.80167910443924,999.9951084838199,1,0,8,Winter
14.520903042049865,9.632874144617476,192.24158024457194,82.55644893453817,2.5546002896349442,-4.6367354913030585,56.75580339914962,19.578039908126044,1003.4898957402518,0,0,19,Spring
216.5440364437338,193.1603782665379,23.309337543039497,40.697103042800705,4.55716345487536,21.579199475799612,48.64941309772571,15.103733018600707,1012.8947804180946,1,1,11,Fall
150.2787529358022,228.88466355346833,141.91354327961218,68.69219076574815,5.0957319082604124,8.677524447256218,20.277407877617403,16.471557209383803,995.6940466604074,1,2,10,Spring
177.01814444901137,227.8459707564921,46.06883112642291,30.320147138428275,3.088792081263559,6.709487485924722,87.54556874989034,12.410009210386754,1012.5795812313294,1,0,1,Winter
5.146123573950612,265.82219012865755,82.89534548151384,43.547609236182026,9.072964199207282,38.99577893889006,78.1020447507406,10.575498167929574,980.644117990315,0,0,20,Fall
242.47746304049858,218.71012284884821,6.572545159027965,89.56271312033992,5.531397233389546,11.621532138012363,14.06386017392296,14.431560095810301,1041.4275599703278,0,2,16,Winter
208.11066020010543,278.34301849430886,27.181476458539787,94.99076093309543,7.874769280334068,23.901918905786708,36.73884546021367,0.7152575761244062,991.3605828106413,0,4,0,Spring
53.084777669569036,99.79697994626744,63.955457809779936,71.88173469272647,9.242378324208433,21.386376778692053,54.213209363889135,1.228010512067934,1015.0593480235916,0,1,6,Winter
45.45624180177516,150.96282502546293,68.39716105759699,37.4351890776185,1.631351145758052,-4.784822455742118,45.4338622771532,13.745469771523673,1045.0178544909775,1,5,3,Winter
45.85112746335845,4.223898984867203,179.91704329241915,82.00577899746641,4.278744837156346,27.396376853215806,39.77958387377384,6.701399291741161,1037.4687779828125,1,0,21,Winter
76.06056073988444,2.087276190987364,148.36258185330303,2.5867081725420182,4.332104017146088,6.157960171678827,71.88318975605293,9.776687128965493,1034.3287204636626,0,2,3,Summer
131.18910790805947,72.03798613545597,194.4365936374082,10.274591053942107,3.5447225043835418,29.946977459836752,5.450350423783745,15.639851273198202,1022.3811947515775,1,0,14,Fall
107.98625466052894,30.242159141725576,119.8143020670481,66.13737363753611,0.0890586655163994,20.382039130769122,47.14103391259419,11.543158168138678,1010.5391440119026,0,3,22,Summer
72.80728504951048,78.06341038072608,48.342746418263594,29.124857527005744,8.15972107778095,5.854574497674479,26.218169038960138,16.105237493261157,1011.2226159727044,0,6,3,Winter
152.96322368059487,53.11298835851922,65.53100598432857,95.13862184004778,1.115593215539028,7.814648016553548,8.461838523475896,8.38310484341287,986.0875922103202,1,0,19,Spring
34.87346516301046,8.556007451594471,63.967184658393414,43.606061209230475,9.95480597921759,26.57536848331803,46.48871580029655,5.7484670594308955,984.5350168702975,1,5,2,Summer
73.03616213380454,272.79124392181484,65.29886553265032,42.9364820389177,7.729584919111816,17.502965756144093,17.136869107056874,4.696738177677375,1039.0406963270145,1,6,18,Summer
91.59046082342293,2.4669394166674574,134.59283462236314,67.80795101909312,5.800100176065145,23.417552033565762,25.82242818902086,2.633619021463942,1008.6056461320953,1,3,20,Spring
114.01749605425898,220.82464330112563,106.16158561808324,76.75685623061896,1.5460641774159745,-2.084083946240586,50.70087295100759,0.7359304454791671,983.7811232464205,1,5,19,Spring
196.2939903482534,45.64436607585496,77.08483561732886,47.55587381251365,5.15392971393247,29.34883361142093,97.37089799328214,1.0629803136680915,1026.4137991938355,1,4,14,Fall
